lyric,line,album,track_n,song_name
"blood on the dance floor, and louis v carpet",46,Music To Be Murdered By,7,Godzilla
"fire, godzilla, fire, monster",47,Music To Be Murdered By,7,Godzilla
"blood on the dance floor, and louis v carpet",48,Music To Be Murdered By,7,Godzilla
"if you never gave a damn (ayy), raise your hand",49,Music To Be Murdered By,7,Godzilla
"'cause i am about to set trip, vacation plans",50,Music To Be Murdered By,7,Godzilla
"i am on point like my index is, so all you will ever get is",51,Music To Be Murdered By,7,Godzilla
"the motherfuckingfinger (finger), prostate exam ('xam)",52,Music To Be Murdered By,7,Godzilla
how can i have all these fans and perspire?,53,Music To Be Murdered By,7,Godzilla
"like a liar pants, i am on fire",54,Music To Be Murdered By,7,Godzilla
and i got no plans to retire and i am still the man you admire,55,Music To Be Murdered By,7,Godzilla
"these chicks are spazzingout, i only get more handsome and flyer",56,Music To Be Murdered By,7,Godzilla
i got them passingout like what you do when you hand someone flyers,57,Music To Be Murdered By,7,Godzilla
and what goes around comes around just like the blades on the chainsaw,58,Music To Be Murdered By,7,Godzilla
"'cause i caught the flack, but my dollars stacked right off the bat like a baseball",59,Music To Be Murdered By,7,Godzilla
"like kid ink, bitch, i got them racks with so much ease that they call me diddy",60,Music To Be Murdered By,7,Godzilla
"'cause i make bands and i call getting cheese a cakewalk (cheesecake, yeah)",61,Music To Be Murdered By,7,Godzilla
"bitch, i am a player, i am too motherfuckingstingy for cher",62,Music To Be Murdered By,7,Godzilla
"will not even lend you an ear, aint even pretending to care",63,Music To Be Murdered By,7,Godzilla
but i tell a bitch i will marry her if she will bury her,64,Music To Be Murdered By,7,Godzilla
"face in my genital area, the original richard ramirez",65,Music To Be Murdered By,7,Godzilla
"cristhian rivera, 'cause my lyrics never sit well",66,Music To Be Murdered By,7,Godzilla
so they want to give me the chair,67,Music To Be Murdered By,7,Godzilla
"like a paraplegic, and it scary, call it hari kari",68,Music To Be Murdered By,7,Godzilla
'cause every tom and dick and harry carry a merriam motherfuckingdictionary on them,69,Music To Be Murdered By,7,Godzilla
"swearing up and down they can spit, this shit hilarious",70,Music To Be Murdered By,7,Godzilla
it time to put these bitches in the obituary column,71,Music To Be Murdered By,7,Godzilla
we would not see eye to eye with a staring problem,72,Music To Be Murdered By,7,Godzilla
get the shaft like a steering column (monster),73,Music To Be Murdered By,7,Godzilla
"trigger happy, pack heat, but it black ink",74,Music To Be Murdered By,7,Godzilla
evil half of the bad meets,75,Music To Be Murdered By,7,Godzilla
"evil, that means take a back seat",76,Music To Be Murdered By,7,Godzilla
take it back to fat beats with a maxi single,77,Music To Be Murdered By,7,Godzilla
"look at my rap sheet, what attracts these people",78,Music To Be Murdered By,7,Godzilla
is my 'gangsta bitch' like apache with a catchy jingle,79,Music To Be Murdered By,7,Godzilla
"i stack chips, you barely got a half-eaten cheeto",80,Music To Be Murdered By,7,Godzilla
fill them with the venom and eliminate them,81,Music To Be Murdered By,7,Godzilla
"other words, i minute maid them",82,Music To Be Murdered By,7,Godzilla
"i do not want to hurt them, but i did, i am in a fit of rage",83,Music To Be Murdered By,7,Godzilla
"i am murderingagain, nobody will evade",84,Music To Be Murdered By,7,Godzilla
i am fittingto kill them and dumpingtheir fuckingbodies in the lake,85,Music To Be Murdered By,7,Godzilla
"obliterating everything, incinerate a renegade",86,Music To Be Murdered By,7,Godzilla
i am here to make anybody who want it with the pen afraid,87,Music To Be Murdered By,7,Godzilla
"but do not nobody want it, but they are going to get it anyway",88,Music To Be Murdered By,7,Godzilla
'cause i am beginningto feel like i am mentally ill,89,Music To Be Murdered By,7,Godzilla
"i am attila, kill or be killed, i am a killer bee, the vanilla gorilla",90,Music To Be Murdered By,7,Godzilla
you are bringingthe killer within me outta me,91,Music To Be Murdered By,7,Godzilla
you do not want to be the enemy of the demon who entered me,92,Music To Be Murdered By,7,Godzilla
"or be on the receivingend of me, what stupidity it would be",93,Music To Be Murdered By,7,Godzilla
every bit of me the epitome of a spitter,94,Music To Be Murdered By,7,Godzilla
"when i am in the vicinity, motherfucker, you better duck",95,Music To Be Murdered By,7,Godzilla
or you going to be dead the minute you run into me,96,Music To Be Murdered By,7,Godzilla
a hundred percent of you is a fifth of a percent of me,97,Music To Be Murdered By,7,Godzilla
"i am 'bout to fuckingfinish you, bitch, i am unfadable",98,Music To Be Murdered By,7,Godzilla
"you want to battle, i am available, i am blown up like an inflatable",99,Music To Be Murdered By,7,Godzilla
"i am undebatable, i am unavoidable, i am unevadable",100,Music To Be Murdered By,7,Godzilla
"i am on the toilet bowl, i got a trailer full of money and i am paid in full",101,Music To Be Murdered By,7,Godzilla
i am not afraid to pull a—,102,Music To Be Murdered By,7,Godzilla
"man, stop",103,Music To Be Murdered By,7,Godzilla
"look what i am plannin', haha",104,Music To Be Murdered By,7,Godzilla
"i do not want to be alone, i do not want to be",1,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness,2,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness,3,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness anymore,4,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",5,Music To Be Murdered By,8,Darkness
"here i am, alone again",6,Music To Be Murdered By,8,Darkness
cannot get out of this hole i am in,7,Music To Be Murdered By,8,Darkness
it like the walls are closingin,8,Music To Be Murdered By,8,Darkness
"you cannot help me, no one can",9,Music To Be Murdered By,8,Darkness
i can feel these curtains closin',10,Music To Be Murdered By,8,Darkness
i go to open them,11,Music To Be Murdered By,8,Darkness
but something pulls them closed again,12,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",13,Music To Be Murdered By,8,Darkness
feels like i am loathing in las vegas,14,Music To Be Murdered By,8,Darkness
have not got the vaguest why i am so lost,15,Music To Be Murdered By,8,Darkness
but i would make you this small wager,16,Music To Be Murdered By,8,Darkness
if i bet you i will be in tomorrow paper,17,Music To Be Murdered By,8,Darkness
who would the odds favor?,18,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",19,Music To Be Murdered By,8,Darkness
"i am so much like my father, you would think that i knew him",20,Music To Be Murdered By,8,Darkness
"i keep pacingthis room, valium, then chase it with booze",21,Music To Be Murdered By,8,Darkness
"one little taste, it will do",22,Music To Be Murdered By,8,Darkness
"maybe i will take it and snooze, then tear up the stage in a few",23,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",24,Music To Be Murdered By,8,Darkness
"fuck the colt 45, i ama need somethingstronger",25,Music To Be Murdered By,8,Darkness
"if i pop any caps, it better be off of vodka",26,Music To Be Murdered By,8,Darkness
"round after round after round, i am gettingloaded (haha)",27,Music To Be Murdered By,8,Darkness
"that a lot of shots, huh? (double entendre)",28,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",29,Music To Be Murdered By,8,Darkness
and i do not want to be alone in the darkness (yeah),30,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness,31,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness anymore,32,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",33,Music To Be Murdered By,8,Darkness
now i am staringat the room service menu off a benzo,34,Music To Be Murdered By,8,Darkness
i can hear the music continue to crescendo,35,Music To Be Murdered By,8,Darkness
i can see the whole fuckingvenue from my window,36,Music To Be Murdered By,8,Darkness
"that when you know you are schizo (hello, darkness, my old friend)",37,Music To Be Murdered By,8,Darkness
'cause i keep peekingout the curtain from the hotel,38,Music To Be Murdered By,8,Darkness
the music is so loud,39,Music To Be Murdered By,8,Darkness
but it almost as though i do not hear no sound,40,Music To Be Murdered By,8,Darkness
i should get ready for the show now,41,Music To Be Murdered By,8,Darkness
"wait, is this the whole crowd? i thought this shit was sold out",42,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",43,Music To Be Murdered By,8,Darkness
"but it only the opening act, it early, do not overreact",44,Music To Be Murdered By,8,Darkness
then something told me relax,45,Music To Be Murdered By,8,Darkness
and just hope for the show to be packed,46,Music To Be Murdered By,8,Darkness
do not want to hit the stage before they fill each row to the max,47,Music To Be Murdered By,8,Darkness
'cause that would be totally wack,48,Music To Be Murdered By,8,Darkness
"you cannot murder a show nobody at (hello darkness, my old friend)",49,Music To Be Murdered By,8,Darkness
but what if nobody shows? panic mode,50,Music To Be Murdered By,8,Darkness
'bout to snap and go motherfuckingwacko at any second,51,Music To Be Murdered By,8,Darkness
'bout to cancel the show just as fans below rush the entrance,52,Music To Be Murdered By,8,Darkness
"plan is a go to wreck shit, cameras in all directions (hello, darkness, my old friend)",53,Music To Be Murdered By,8,Darkness
"the press is 'bout to go ape shit, bananas on all the networks",54,Music To Be Murdered By,8,Darkness
"commando with extra clips, i got ammo for all the hecklers",55,Music To Be Murdered By,8,Darkness
"i am armed to the teeth, another valium, fall off the bed",56,Music To Be Murdered By,8,Darkness
hit the ground and crawl to the dresser,57,Music To Be Murdered By,8,Darkness
alcohol on my breath as i reach for the scope,58,Music To Be Murdered By,8,Darkness
"i am blackingout, i am all out of meds",59,Music To Be Murdered By,8,Darkness
with them benzodiazepines gone,60,Music To Be Murdered By,8,Darkness
now it just magazines sprawled out on the floor,61,Music To Be Murdered By,8,Darkness
"fuck the media, i am goingall out, this is war",62,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",63,Music To Be Murdered By,8,Darkness
and i do not want to be alone in the darkness (yeah),64,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness,65,Music To Be Murdered By,8,Darkness
"i do not want to be alone in the darkness anymore (hello, darkness, my old friend)",66,Music To Be Murdered By,8,Darkness
"people start to show up, time to start the show up",67,Music To Be Murdered By,8,Darkness
it 10:05 pm and the curtain starts to go up,68,Music To Be Murdered By,8,Darkness
"and i am already sweatin', but i am locked and loaded",69,Music To Be Murdered By,8,Darkness
for rapid fire spittingfor all the concert-goers,70,Music To Be Murdered By,8,Darkness
"scopes for sniper vision, surprise from out of nowhere",71,Music To Be Murdered By,8,Darkness
as i slide the clip in from inside the hotel,72,Music To Be Murdered By,8,Darkness
"leaningout the window, going keyser söze",73,Music To Be Murdered By,8,Darkness
"finger on the trigger, but i am a licensed owner",74,Music To Be Murdered By,8,Darkness
"with no prior convictions, so law says sky the limit",75,Music To Be Murdered By,8,Darkness
"so my supply infinite, strapped like i am a soldier",76,Music To Be Murdered By,8,Darkness
got them hopping over walls and climbing fences,77,Music To Be Murdered By,8,Darkness
"some of them john travolta, staying alive by inches",78,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",79,Music To Be Murdered By,8,Darkness
"cops are knockin', oh fuck, thought i blocked the entrance",80,Music To Be Murdered By,8,Darkness
guess show time is over,81,Music To Be Murdered By,8,Darkness
"no suicide note, just a note for target distance",82,Music To Be Murdered By,8,Darkness
but if you would like to know the reason why i did this,83,Music To Be Murdered By,8,Darkness
"you will never find a motive, truth is i have no idea",84,Music To Be Murdered By,8,Darkness
"i am just as stumped, no signs of mental illness",85,Music To Be Murdered By,8,Darkness
just tryingto show ya the reason why we are so fucked,86,Music To Be Murdered By,8,Darkness
"'cause by the time it over, will not make the slightest difference",87,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",88,Music To Be Murdered By,8,Darkness
and i do not want to be alone in the darkness,89,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness,90,Music To Be Murdered By,8,Darkness
i do not want to be alone in the darkness anymore,91,Music To Be Murdered By,8,Darkness
"(hello, darkness, my old friend)",92,Music To Be Murdered By,8,Darkness
"yeah, we do have some breaking news from the associated press right now",93,Music To Be Murdered By,8,Darkness
just going to bring that up because we are hearing—,94,Music To Be Murdered By,8,Darkness
we have told you that the shooter is dead,95,Music To Be Murdered By,8,Darkness
and we have just learned that police are saying that the las vegas shooter killed himself,96,Music To Be Murdered By,8,Darkness
